Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,User_Score,,Year_of_Release,User_Score,Global_Sales,Name,Platform,User_Score
How to Train Your Dragon 2,WiiU,2014,Adventure,Little Orbit,0.08,4.9,,2014,4.9,0.08,How to Train Your Dragon 2,WiiU,4.9
Blacksite: Area 51,PS3,2007,Shooter,Midway Games,0.08,6.3,,2007,6.3,0.08,Blacksite: Area 51,PS3,6.3
Disney's Donald Duck: Goin' Quackers,PS2,2000,Platform,Ubisoft,0.08,7.3,,2000,7.3,0.08,Disney's Donald Duck: Goin' Quackers,PS2,7.3
Ultimate Brain Games,GBA,2003,Misc,Telegames,0.08,8.3,,2003,8.3,0.08,Ultimate Brain Games,GBA,8.3
Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.08,2,,2013,2,0.08,Angry Birds Star Wars,PSV,2
Exit,PSP,2005,Puzzle,Ubisoft,0.08,7.7,,2005,7.7,0.08,Exit,PSP,7.7
Harvey Birdman: Attorney at Law,Wii,2008,Adventure,Capcom,0.08,7.8,,2008,7.8,0.08,Harvey Birdman: Attorney at Law,Wii,7.8
Aliens versus Predator: Extinction,XB,2003,Strategy,Electronic Arts,0.08,7.7,,2003,7.7,0.08,Aliens versus Predator: Extinction,XB,7.7
Bejeweled 3,PC,2010,Puzzle,PopCap Games,0.08,8.1,,2010,8.1,0.08,Bejeweled 3,PC,8.1
RTX Red Rock,PS2,2003,Shooter,LucasArts,0.08,5,,2003,5,0.08,RTX Red Rock,PS2,5
FIFA Street 2,XB,2006,Sports,Electronic Arts,0.08,7.1,,2006,7.1,0.08,FIFA Street 2,XB,7.1
Smart Bomb,PSP,2005,Puzzle,Eidos Interactive,0.08,5.4,,2005,5.4,0.08,Smart Bomb,PSP,5.4
Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,0.08,8.8,,2004,8.8,0.08,Shining Force: Resurrection of the Dark Dragon,GBA,8.8
Shining Soul II,GBA,2003,Role-Playing,THQ,0.08,8.3,,2003,8.3,0.08,Shining Soul II,GBA,8.3
Guilty Gear XX Accent Core Plus,PSP,2008,Fighting,PQube,0.08,6.7,,2008,6.7,0.08,Guilty Gear XX Accent Core Plus,PSP,6.7
The Golf Club,PS4,2014,Sports,Unknown,0.08,6.3,,2014,6.3,0.08,The Golf Club,PS4,6.3
Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,0.08,6.8,,2005,6.8,0.08,Hello Kitty: Roller Rescue,GC,6.8
Metal Slug Advance,GBA,2004,Shooter,Ignition Entertainment,0.08,8.3,,2004,8.3,0.08,Metal Slug Advance,GBA,8.3
Pac-Man World Rally,GC,2006,Racing,Namco Bandai Games,0.08,7.8,,2006,7.8,0.08,Pac-Man World Rally,GC,7.8
Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft,0.08,6.8,,2006,6.8,0.08,Blazing Angels: Squadrons of WWII,XB,6.8
God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0.08,7.8,,2015,7.8,0.08,God Eater Resurrection,PS4,7.8
NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.08,7.9,,2006,7.9,0.08,NHL 2K7,X360,7.9
Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,7.1,,2008,7.1,0.08,Miami Nights: Singles in the City,DS,7.1
Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.08,7.6,,2015,7.6,0.08,Shovel Knight,PS4,7.6
Strider 2,PS,2000,Platform,Virgin Interactive,0.08,8.1,,2000,8.1,0.08,Strider 2,PS,8.1
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.08,6.8,,2013,6.8,0.08,Invizimals: The Alliance,PSV,6.8
Death Jr. and the Science Fair of Doom,DS,2007,Platform,Konami Digital Entertainment,0.08,7.5,,2007,7.5,0.08,Death Jr. and the Science Fair of Doom,DS,7.5
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005,Role-Playing,Ghostlight,0.08,7.9,,2005,7.9,0.08,Shin Megami Tensei: Digital Devil Saga 2,PS2,7.9
Pro Evolution Soccer 2013,PC,2012,Sports,Konami Digital Entertainment,0.08,6.9,,2012,6.9,0.08,Pro Evolution Soccer 2013,PC,6.9
Transformers: Devastation,PS3,2015,Action,Activision,0.08,7.1,,2015,7.1,0.08,Transformers: Devastation,PS3,7.1
Battleborn,PC,2016,Shooter,Take-Two Interactive,0.08,6.9,,2016,6.9,0.08,Battleborn,PC,6.9
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.08,7.3,,2008,7.3,0.08,Agatha Christie: Evil Under the Sun,Wii,7.3
Don King Boxing,DS,2009,Sports,Take-Two Interactive,0.08,7.8,,2009,7.8,0.08,Don King Boxing,DS,7.8
Grand Prix Challenge,PS2,2002,Racing,Atari,0.08,9.2,,2002,9.2,0.08,Grand Prix Challenge,PS2,9.2
FIFA Soccer 2005,GBA,2004,Sports,Electronic Arts,0.08,7.8,,2004,7.8,0.08,FIFA Soccer 2005,GBA,7.8
ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,0.08,4.8,,2009,4.8,0.08,ShellShock 2: Blood Trails,PS3,4.8
Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.08,6.1,,2016,6.1,0.08,Mega Man Legacy Collection,PS4,6.1
Knights Contract,PS3,2011,Action,Namco Bandai Games,0.08,6,,2011,6,0.08,Knights Contract,PS3,6
NHL 06,GC,2005,Sports,Electronic Arts,0.08,9.3,,2005,9.3,0.08,NHL 06,GC,9.3
State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,0.08,5.8,,2006,5.8,0.08,State of Emergency 2,PS2,5.8
Fatal Frame III: The Tormented,PS2,2005,Action,Take-Two Interactive,0.08,8.9,,2005,8.9,0.08,Fatal Frame III: The Tormented,PS2,8.9
Seven Samurai 20XX,PS2,2004,Action,Sega,0.08,7,,2004,7,0.08,Seven Samurai 20XX,PS2,7
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0.08,5.6,,2014,5.6,0.08,Adventure Time: The Secret of the Nameless Kingdom,3DS,5.6
Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.08,3.7,,2014,3.7,0.08,Risen 3: Titan Lords,PS3,3.7
Transformers: Devastation,X360,2015,Action,Activision,0.08,8.4,,2015,8.4,0.08,Transformers: Devastation,X360,8.4
Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.08,8,,2009,8,0.08,Tornado Outbreak,X360,8
Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.08,1.7,,2007,1.7,0.08,Ninjabread Man,Wii,1.7
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,0.08,8,,2004,8,0.08,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,8
Battlefield 2,PC,2005,Shooter,Electronic Arts,0.08,8.4,,2005,8.4,0.08,Battlefield 2,PC,8.4
Swingerz Golf,GC,2002,Sports,Eidos Interactive,0.08,9.3,,2002,9.3,0.08,Swingerz Golf,GC,9.3
Titanfall 2,PC,2016,Shooter,Electronic Arts,0.08,8,,2016,8,0.08,Titanfall 2,PC,8
Persona 4: Arena Ultimax,X360,2014,Fighting,Atlus,0.08,7.4,,2014,7.4,0.08,Persona 4: Arena Ultimax,X360,7.4
Supremacy MMA,X360,2011,Fighting,505 Games,0.08,6.2,,2011,6.2,0.08,Supremacy MMA,X360,6.2
The King of Fighters 2006,PS2,2006,Fighting,Ignition Entertainment,0.08,8.6,,2006,8.6,0.08,The King of Fighters 2006,PS2,8.6
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,0.08,8.8,,2004,8.8,0.08,Nobunaga's Ambition: Rise to Power,PS2,8.8
FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,0.08,7.8,,2002,7.8,0.08,FIFA Soccer 2003,GC,7.8
Major League Baseball 2K11,PC,2011,Sports,Take-Two Interactive,0.08,5.9,,2011,5.9,0.08,Major League Baseball 2K11,PC,5.9
The Italian Job,XB,2003,Racing,Eidos Interactive,0.08,5.8,,2003,5.8,0.08,The Italian Job,XB,5.8
Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,0.08,6.9,,2002,6.9,0.08,Smuggler's Run: Warzones,GC,6.9
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008,Puzzle,The Adventure Company,0.08,7.8,,2008,7.8,0.08,SafeCracker: The Ultimate Puzzle Adventure,Wii,7.8
Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.08,7.4,,2012,7.4,0.08,Warriors Orochi 3 Hyper,WiiU,7.4
NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.08,3,,2009,3,0.08,NBA 10: The Inside,PSP,3
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.08,3.1,,2013,3.1,0.08,PAC-MAN and the Ghostly Adventures,PS3,3.1
Space Channel 5 Special Edition,PS2,2003,Misc,Agetec,0.08,8.6,,2003,8.6,0.08,Space Channel 5 Special Edition,PS2,8.6
The Legend of Alon D'ar,PS2,2001,Role-Playing,Ubisoft,0.08,6.7,,2001,6.7,0.08,The Legend of Alon D'ar,PS2,6.7
The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.08,5.4,,2010,5.4,0.08,The Sims 3: Fast Lane Stuff,PC,5.4
Big Mutha Truckers,GC,2003,Racing,Empire Interactive,0.08,8.2,,2003,8.2,0.08,Big Mutha Truckers,GC,8.2
Super Robot Taisen OG Saga: Endless Frontier,DS,2008,Role-Playing,Namco Bandai Games,0.08,9,,2008,9,0.08,Super Robot Taisen OG Saga: Endless Frontier,DS,9
Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.08,5.8,,2013,5.8,0.08,Sniper: Ghost Warrior 2,PC,5.8
Samurai Shodown Sen,X360,2009,Fighting,Rising Star Games,0.08,5.2,,2009,5.2,0.08,Samurai Shodown Sen,X360,5.2
Samurai Western,PS2,2004,Action,505 Games,0.08,7.6,,2004,7.6,0.08,Samurai Western,PS2,7.6
Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.08,6.8,,2007,6.8,0.08,Looney Tunes: Acme Arsenal,X360,6.8
Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,0.08,5.6,,2008,5.6,0.08,Line Rider 2: Unbound,DS,5.6
Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,0.08,8.3,,2003,8.3,0.08,Harry Potter and the Sorcerer's Stone,GC,8.3
High Heat Major League Baseball 2004,XB,2003,Sports,3DO,0.08,8.4,,2003,8.4,0.08,High Heat Major League Baseball 2004,XB,8.4
TimeSplitters: Future Perfect,GC,2005,Shooter,Electronic Arts,0.08,9.1,,2005,9.1,0.08,TimeSplitters: Future Perfect,GC,9.1
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0.08,7.8,,2011,7.8,0.08,"Warhammer 40,000: Dawn of War II - Retribution",PC,7.8
Incredible Crisis,PS,1999,Action,Titus,0.08,7.5,,1999,7.5,0.08,Incredible Crisis,PS,7.5
The King of Fighters EX2: Howling Blood,GBA,2002,Fighting,Marvelous Interactive,0.08,9.1,,2002,9.1,0.08,The King of Fighters EX2: Howling Blood,GBA,9.1
Ice Age 2: The Meltdown,Wii,2006,Platform,Vivendi Games,0.08,7.8,,2006,7.8,0.08,Ice Age 2: The Meltdown,Wii,7.8
Knights Contract,X360,2011,Action,Namco Bandai Games,0.08,5.6,,2011,5.6,0.08,Knights Contract,X360,5.6
Hidden Invasion,PS2,2001,Shooter,Swing! Entertainment,0.08,5.8,,2001,5.8,0.08,Hidden Invasion,PS2,5.8
Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.08,7.3,,2003,7.3,0.08,Superman: Shadow of Apokolips,GC,7.3
Armored Core 3 Portable,PSP,2009,Simulation,From Software,0.08,6.7,,2009,6.7,0.08,Armored Core 3 Portable,PSP,6.7
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.08,5.1,,2013,5.1,0.08,PAC-MAN and the Ghostly Adventures,X360,5.1
Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.08,3.2,,2003,3.2,0.08,Batman: Dark Tomorrow,GC,3.2
Crush,PSP,2007,Puzzle,Sega,0.08,9,,2007,9,0.08,Crush,PSP,9
The First Templar,PC,2011,Action,Kalypso Media,0.08,5.8,,2011,5.8,0.08,The First Templar,PC,5.8
Jillian Michaels Fitness Ultimatum 2010,DS,2009,Sports,Majesco Entertainment,0.08,8.2,,2009,8.2,0.08,Jillian Michaels Fitness Ultimatum 2010,DS,8.2
Earth Defense Force 2017,X360,2006,Action,D3Publisher,0.08,7.7,,2006,7.7,0.08,Earth Defense Force 2017,X360,7.7
Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,0.08,7.8,,2006,7.8,0.08,Tomb Raider: Legend,GC,7.8
RoadKill,XB,2003,Action,Midway Games,0.08,7.4,,2003,7.4,0.08,RoadKill,XB,7.4
Game of Thrones,PC,2012,Role-Playing,Focus Home Interactive,0.08,6.5,,2012,6.5,0.08,Game of Thrones,PC,6.5
From Russia With Love,PSP,2006,Action,Electronic Arts,0.08,6.9,,2006,6.9,0.08,From Russia With Love,PSP,6.9
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.08,8.3,,2014,8.3,0.08,Lost Dimension,PSV,8.3
Resident Evil 6,PS4,2016,Shooter,Capcom,0.08,6.7,,2016,6.7,0.08,Resident Evil 6,PS4,6.7
Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.08,7.5,,2015,7.5,0.08,Assassin's Creed: Rogue,PC,7.5
Taz Wanted,GC,2002,Platform,Atari,0.08,7,,2002,7,0.08,Taz Wanted,GC,7
Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0.08,7.7,,2008,7.7,0.08,Tomb Raider: Underworld,PC,7.7
Evolution Worlds,GC,2002,Role-Playing,Ubisoft,0.08,8,,2002,8,0.08,Evolution Worlds,GC,8
Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.08,5.3,,2006,5.3,0.08,Far Cry Vengeance,Wii,5.3
Code Lyoko: Fall of X.A.N.A.,DS,2008,Adventure,Game Factory,0.08,6.3,,2008,6.3,0.08,Code Lyoko: Fall of X.A.N.A.,DS,6.3
Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.08,4.3,,2008,4.3,0.08,Worms: A Space Oddity,Wii,4.3
MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.08,6.5,,2009,6.5,0.08,MLB Front Office Manager,PS3,6.5
X Rebirth,PC,2013,Simulation,Koch Media,0.08,3.3,,2013,3.3,0.08,X Rebirth,PC,3.3
Song of the Deep,PS4,2016,Action,Insomniac Games,0.08,7.3,,2016,7.3,0.08,Song of the Deep,PS4,7.3
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.08,6.7,,2007,6.7,0.08,World Series of Poker 2008: Battle for the Bracelets,X360,6.7
Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.08,5.9,,2006,5.9,0.08,Super Monkey Ball Adventure,PSP,5.9
Worms: Open Warfare,DS,2006,Strategy,THQ,0.08,7,,2006,7,0.08,Worms: Open Warfare,DS,7
Gadget Racers,PS2,2000,Racing,Midas Interactive Entertainment,0.08,7.4,,2000,7.4,0.08,Gadget Racers,PS2,7.4
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003,Role-Playing,Sega,0.08,8.2,,2003,8.2,0.08,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,8.2
Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.08,7.6,,2016,7.6,0.08,Assassin's Creed The Ezio Collection,XOne,7.6
Ultimate Ghosts 'n Goblins,PSP,2006,Platform,Capcom,0.08,7.7,,2006,7.7,0.08,Ultimate Ghosts 'n Goblins,PSP,7.7
Samurai Warriors 2,X360,2006,Action,Tecmo Koei,0.08,8.7,,2006,8.7,0.08,Samurai Warriors 2,X360,8.7
TrackMania DS,DS,2008,Racing,Focus Home Interactive,0.08,6.9,,2008,6.9,0.08,TrackMania DS,DS,6.9
Silent Hunter III,PC,2005,Simulation,Ubisoft,0.08,7.9,,2005,7.9,0.08,Silent Hunter III,PC,7.9
Alien Syndrome,PSP,2007,Role-Playing,Sega,0.08,6,,2007,6,0.08,Alien Syndrome,PSP,6
Endgame,PS2,2002,Shooter,Empire Interactive,0.08,6.8,,2002,6.8,0.08,Endgame,PS2,6.8
The Dukes of Hazzard: Return of the General Lee,XB,2004,Racing,Ubisoft,0.08,7,,2004,7,0.08,The Dukes of Hazzard: Return of the General Lee,XB,7
The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.08,6.7,,2011,6.7,0.08,The Sims 3: Barnacle Bay,PC,6.7
WWE Crush Hour,GC,2003,Racing,THQ,0.08,7,,2003,7,0.08,WWE Crush Hour,GC,7
Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0.08,7.7,,2015,7.7,0.08,Metal Gear Solid V: The Phantom Pain,PC,7.7
NHL Hitz 20-03,GC,2002,Sports,Midway Games,0.08,8.4,,2002,8.4,0.08,NHL Hitz 20-03,GC,8.4
C.O.P.: The Recruit,DS,2009,Action,Ubisoft,0.08,7.5,,2009,7.5,0.08,C.O.P.: The Recruit,DS,7.5
Urban Reign,PS2,2005,Action,Namco Bandai Games,0.08,8.2,,2005,8.2,0.08,Urban Reign,PS2,8.2
Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,0.08,8,,2008,8,0.08,Soul Bubbles,DS,8
Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.08,8.3,,2003,8.3,0.08,Resident Evil 3: Nemesis,GC,8.3
All-Star Baseball 2004,GC,2003,Sports,Acclaim Entertainment,0.08,9.2,,2003,9.2,0.08,All-Star Baseball 2004,GC,9.2
Bangai-O Spirits,DS,2008,Shooter,D3Publisher,0.08,8.1,,2008,8.1,0.08,Bangai-O Spirits,DS,8.1
Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.08,8,,2016,8,0.08,Valentino Rossi: The Game,PS4,8
Whac-A-Mole,DS,2005,Puzzle,Zoo Digital Publishing,0.08,5.4,,2005,5.4,0.08,Whac-A-Mole,DS,5.4
Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0.08,6.1,,2014,6.1,0.08,Samurai Warriors Chronicles 3,3DS,6.1
Lost in Blue: Shipwrecked,Wii,2008,Adventure,Konami Digital Entertainment,0.08,6,,2008,6,0.08,Lost in Blue: Shipwrecked,Wii,6
Madden NFL 08,GC,2007,Sports,Electronic Arts,0.08,7,,2007,7,0.08,Madden NFL 08,GC,7
Stuart Little 3: Big Photo Adventure,PS2,2005,Platform,Sony Computer Entertainment,0.08,7.7,,2005,7.7,0.08,Stuart Little 3: Big Photo Adventure,PS2,7.7
Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,0.08,8.2,,2011,8.2,0.08,Serious Sam 3: BFE,PC,8.2
Infernal: Hell's Vengeance,X360,2009,Shooter,Playlogic Game Factory,0.08,5.3,,2009,5.3,0.08,Infernal: Hell's Vengeance,X360,5.3
Pitfall: The Lost Expedition,GC,2004,Platform,Activision,0.08,8.6,,2004,8.6,0.08,Pitfall: The Lost Expedition,GC,8.6
Duke Nukem: Land of the Babes,PS,2000,Shooter,Atari,0.08,6.8,,2000,6.8,0.08,Duke Nukem: Land of the Babes,PS,6.8
Puchi Puchi Virus,DS,2007,Puzzle,Jaleco,0.08,4.2,,2007,4.2,0.08,Puchi Puchi Virus,DS,4.2
Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0.08,4.9,,2008,4.9,0.08,Need For Speed: Undercover,PC,4.9
Need for Speed: Most Wanted,PC,2012,Racing,Electronic Arts,0.08,8.5,,2012,8.5,0.08,Need for Speed: Most Wanted,PC,8.5
The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.08,8.5,,2014,8.5,0.08,The Wolf Among Us,XOne,8.5
Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,0.08,8.5,,2016,8.5,0.08,Zero Escape: Zero Time Dilemma,3DS,8.5
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,0.08,8,,2004,8,0.08,Stella Deus: The Gate of Eternity,PS2,8
Vietcong: Purple Haze,XB,2004,Shooter,Gathering of Developers,0.08,8.4,,2004,8.4,0.08,Vietcong: Purple Haze,XB,8.4
Conflict: Desert Storm,GC,2003,Shooter,SCi,0.08,8.4,,2003,8.4,0.08,Conflict: Desert Storm,GC,8.4
P.T.O. IV: Pacific Theater of Operations,PS2,2002,Strategy,Tecmo Koei,0.08,6.6,,2002,6.6,0.08,P.T.O. IV: Pacific Theater of Operations,PS2,6.6
Elebits: The Adventures of Kai and Zero,DS,2008,Adventure,Konami Digital Entertainment,0.08,8.3,,2008,8.3,0.08,Elebits: The Adventures of Kai and Zero,DS,8.3
Far Cry Instincts Evolution,XB,2006,Shooter,Ubisoft,0.08,6.3,,2006,6.3,0.08,Far Cry Instincts Evolution,XB,6.3
Rayman Origins,PC,2012,Platform,Ubisoft,0.08,8.4,,2012,8.4,0.08,Rayman Origins,PC,8.4
Medal of Honor: Underground,GBA,2002,Shooter,Zoo Digital Publishing,0.08,1.7,,2002,1.7,0.08,Medal of Honor: Underground,GBA,1.7
Cosmic Family,Wii,2007,Misc,Ubisoft,0.08,5.7,,2007,5.7,0.08,Cosmic Family,Wii,5.7
Dynasty Warriors 3,XB,2002,Action,THQ,0.08,8.9,,2002,8.9,0.08,Dynasty Warriors 3,XB,8.9
Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.08,6.8,,2011,6.8,0.08,Jimmie Johnson's Anything With an Engine,PS3,6.8
MTV Music Generator 3: This Is the Remix,XB,2004,Misc,Codemasters,0.08,5.4,,2004,5.4,0.08,MTV Music Generator 3: This Is the Remix,XB,5.4
Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0.07,7.1,,2015,7.1,0.07,Grand Ages: Medieval,PS4,7.1
In The Groove,PS2,2005,Misc,RedOctane,0.07,9,,2005,9,0.07,In The Groove,PS2,9
The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,6.3,,2008,6.3,0.07,The Legend of Kage 2,DS,6.3
Baroque,Wii,2008,Role-Playing,Rising Star Games,0.07,8.1,,2008,8.1,0.07,Baroque,Wii,8.1
Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.07,7.3,,2014,7.3,0.07,Lost Dimension,PS3,7.3
Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,Taito,0.07,7.5,,2002,7.5,0.07,Magic Pengel: The Quest for Color,PS2,7.5
Agatha Christie: And Then There Were None,Wii,2008,Adventure,The Adventure Company,0.07,6.2,,2008,6.2,0.07,Agatha Christie: And Then There Were None,Wii,6.2
Futurama,PS2,2003,Platform,SCi,0.07,6.6,,2003,6.6,0.07,Futurama,PS2,6.6
The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,2.4,,2008,2.4,0.07,The History Channel: Battle for the Pacific,PS3,2.4
Rayman 3: Hoodlum Havoc,XB,2003,Platform,Ubisoft,0.07,7.9,,2003,7.9,0.07,Rayman 3: Hoodlum Havoc,XB,7.9
Superman Returns,DS,2006,Action,Electronic Arts,0.07,4.9,,2006,4.9,0.07,Superman Returns,DS,4.9
Super Ghouls 'n Ghosts,GBA,2002,Platform,Capcom,0.07,8.8,,2002,8.8,0.07,Super Ghouls 'n Ghosts,GBA,8.8
Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.07,8,,2010,8,0.07,Legend of the Guardians: The Owls of Ga'Hoole,X360,8
Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0.07,8.5,,2004,8.5,0.07,Need for Speed Underground 2,PC,8.5
Gladius,GC,2003,Strategy,Activision,0.07,8.8,,2003,8.8,0.07,Gladius,GC,8.8
The Hustle: Detroit Streets,PSP,2005,Sports,Deep Silver,0.07,5.3,,2005,5.3,0.07,The Hustle: Detroit Streets,PSP,5.3
Blood Drive,PS3,2010,Racing,Activision,0.07,7,,2010,7,0.07,Blood Drive,PS3,7
Escape Dead Island,PS3,2014,Action,Deep Silver,0.07,3.5,,2014,3.5,0.07,Escape Dead Island,PS3,3.5
Torchlight,PC,2009,Role-Playing,JoWood Productions,0.07,8,,2009,8,0.07,Torchlight,PC,8
Pac-Man World 3,PSP,2005,Platform,Namco Bandai Games,0.07,6,,2005,6,0.07,Pac-Man World 3,PSP,6
Rogue Trooper: Quartz Zone Massacre,Wii,2009,Shooter,Reef Entertainment,0.07,8.2,,2009,8.2,0.07,Rogue Trooper: Quartz Zone Massacre,Wii,8.2
Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,0.07,4.3,,2013,4.3,0.07,Disney's Planes,3DS,4.3
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,5.5,,2012,5.5,0.07,Damage Inc.: Pacific Squadron WWII,X360,5.5
F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.07,7.8,,2009,7.8,0.07,F.E.A.R. 2: Project Origin,PC,7.8
Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.07,7.7,,2015,7.7,0.07,Toy Soldiers: War Chest,PS4,7.7
Godai: Elemental Force,PS2,2002,Action,3DO,0.07,3.8,,2002,3.8,0.07,Godai: Elemental Force,PS2,3.8
Still Life,XB,2005,Adventure,Microids,0.07,8.2,,2005,8.2,0.07,Still Life,XB,8.2
Big Mutha Truckers 2,XB,2005,Racing,Empire Interactive,0.07,3.4,,2005,3.4,0.07,Big Mutha Truckers 2,XB,3.4
SpongeBob's Truth or Square,X360,2009,Action,THQ,0.07,6.5,,2009,6.5,0.07,SpongeBob's Truth or Square,X360,6.5
I-Ninja,XB,2003,Platform,Namco Bandai Games,0.07,8.4,,2003,8.4,0.07,I-Ninja,XB,8.4
The Lord of the Rings: The Battle for Middle-Earth,PC,2004,Strategy,Electronic Arts,0.07,8.6,,2004,8.6,0.07,The Lord of the Rings: The Battle for Middle-Earth,PC,8.6
Kessen III,PS2,2004,Strategy,Tecmo Koei,0.07,8.1,,2004,8.1,0.07,Kessen III,PS2,8.1
The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,7,,2008,7,0.07,The King of Fighters Collection: The Orochi Saga,PSP,7
Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.07,7,,2002,7,0.07,Aero Elite: Combat Academy,PS2,7
Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.07,6,,2004,6,0.07,Wrath Unleashed,PS2,6
Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.07,7.7,,2009,7.7,0.07,Divinity II: Ego Draconis,PC,7.7
Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.07,8.4,,2002,8.4,0.07,Commandos 2: Men of Courage,XB,8.4
Emergency 2012,PC,2010,Simulation,Deep Silver,0.07,6.2,,2010,6.2,0.07,Emergency 2012,PC,6.2
Overlord: Minions,DS,2009,Puzzle,Codemasters,0.07,5.5,,2009,5.5,0.07,Overlord: Minions,DS,5.5
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.07,6.2,,2015,6.2,0.07,Fairy Fencer F: Advent Dark Force,PS4,6.2
